"ligand","receptor","pathway_name","annotation","evidence","ligand_receptor"
"HLA-E","CD94:NKG2C","MHC-I","Cell-Cell Contact","PMID: 28484462","HLA-E_CD94:NKG2C"
"HLA-E","CD94:NKG2E","MHC-I","Cell-Cell Contact","PMID: 28484462","HLA-E_CD94:NKG2E"
"ULBP1","KLRK1","MHC-I","Cell-Cell Contact","PMID: 24223577","ULBP1_KLRK1"
"RAET1E","KLRK1","MHC-I","Cell-Cell Contact","PMID: 24223577","RAET1E_KLRK1"
"RAET1G","KLRK1","MHC-I","Cell-Cell Contact","PMID: 24223577","RAET1G_KLRK1"
"RAET1F","KLRK1","MHC-I","Cell-Cell Contact","PMID: 24223577","RAET1F_KLRK1"
"HLA-DPA1","CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514","HLA-DPA1_CD4"
"HLA-DPB1","CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514","HLA-DPB1_CD4"
"HLA-DQA1","CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514","HLA-DQA1_CD4"
"HLA-DMA","CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514","HLA-DMA_CD4"
"HLA-DMB","CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514","HLA-DMB_CD4"
"HLA-DQA2","CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514","HLA-DQA2_CD4"
"HLA-DOA","CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514","HLA-DOA_CD4"
"HLA-DOB","CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514","HLA-DOB_CD4"
"HLA-DQB1","CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514","HLA-DQB1_CD4"
"HLA-DRA","CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514","HLA-DRA_CD4"
"HLA-DRB1","CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514","HLA-DRB1_CD4"
"HLA-DRB3","CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514","HLA-DRB3_CD4"
"HLA-DRB4","CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514","HLA-DRB4_CD4"
"HLA-DRB5","CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514","HLA-DRB5_CD4"
"MPZ","MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514","MPZ_MPZL1"
"MPZ","MPZ","MPZ","Cell-Cell Contact","KEGG: hsa04514","MPZ_MPZ"
"MPZL1","MPZL1","MPZ","Cell-Cell Contact","KEGG: hsa04514","MPZL1_MPZL1"
"NCAM1","FGFR1","NCAM","Cell-Cell Contact","PMID: 12791257","NCAM1_FGFR1"
"NCAM1","NCAM1","NCAM","Cell-Cell Contact","KEGG: hsa04514","NCAM1_NCAM1"
"NCAM1","NCAM2","NCAM","Cell-Cell Contact","KEGG: hsa04514","NCAM1_NCAM2"
"NCAM1","L1CAM","NCAM","Cell-Cell Contact","KEGG: hsa04514","NCAM1_L1CAM"
"NCAM2","L1CAM","NCAM","Cell-Cell Contact","KEGG: hsa04514","NCAM2_L1CAM"
"NECTIN1","CADM3","NECTIN","Cell-Cell Contact","PMID: 23027581","NECTIN1_CADM3"
"NECTIN1","CD96","NECTIN","Cell-Cell Contact","PMID: 23027581","NECTIN1_CD96"
"NECTIN1","NECTIN4","NECTIN","Cell-Cell Contact","PMID: 23027581","NECTIN1_NECTIN4"
"NECTIN3","NECTIN1","NECTIN","Cell-Cell Contact","PMID: 23027581","NECTIN3_NECTIN1"
"NECTIN3","NECTIN2","NECTIN","Cell-Cell Contact","PMID: 23027581","NECTIN3_NECTIN2"
"NECTIN3","PVR","NECTIN","Cell-Cell Contact","PMID: 23027581","NECTIN3_PVR"
"NECTIN3","TIGIT","NECTIN","Cell-Cell Contact","KEGG: hsa04514; PMID: 1313846","NECTIN3_TIGIT"
"NECTIN2","CD226","NECTIN","Cell-Cell Contact","KEGG: hsa04514","NECTIN2_CD226"
"NECTIN2","TIGIT","NECTIN","Cell-Cell Contact","KEGG: hsa04514","NECTIN2_TIGIT"
"NECTIN1","NECTIN3","NECTIN","Cell-Cell Contact","KEGG: hsa04514","NECTIN1_NECTIN3"
"NEGR1","NEGR1","NEGR","Cell-Cell Contact","KEGG: hsa04514","NEGR1_NEGR1"
"LRRC4C","NTNG1","NGL","Cell-Cell Contact","KEGG: hsa04514","LRRC4C_NTNG1"
"LRRC4","NTNG2","NGL","Cell-Cell Contact","KEGG: hsa04514","LRRC4_NTNG2"
"LRRC4B","PTPRF","NGL","Cell-Cell Contact","KEGG: hsa04514","LRRC4B_PTPRF"
"ULBP1","KLRK1_HCST","NKG2D","Cell-Cell Contact","PMID: 24223577","ULBP1_KLRK1_HCST"
"DLK1","NOTCH1","NOTCH","Cell-Cell Contact","PMID: 22353464","DLK1_NOTCH1"
"DLK1","NOTCH2","NOTCH","Cell-Cell Contact","PMID: 22353464","DLK1_NOTCH2"
"DLK1","NOTCH3","NOTCH","Cell-Cell Contact","PMID: 22353464","DLK1_NOTCH3"
"DLK1","NOTCH4","NOTCH","Cell-Cell Contact","PMID: 22353464","DLK1_NOTCH4"
"DLL1","NOTCH1","NOTCH","Cell-Cell Contact","PMID: 22353464","DLL1_NOTCH1"
"DLL1","NOTCH3","NOTCH","Cell-Cell Contact","PMID: 22353464","DLL1_NOTCH3"
"DLL1","NOTCH4","NOTCH","Cell-Cell Contact","PMID: 22353464","DLL1_NOTCH4"
"DLL3","NOTCH1","NOTCH","Cell-Cell Contact","PMID: 22353464","DLL3_NOTCH1"
"DLL3","NOTCH2","NOTCH","Cell-Cell Contact","PMID: 22353464","DLL3_NOTCH2"
"DLL3","NOTCH3","NOTCH","Cell-Cell Contact","PMID: 22353464","DLL3_NOTCH3"
"DLL3","NOTCH4","NOTCH","Cell-Cell Contact","PMID: 22353464","DLL3_NOTCH4"
"DLL4","NOTCH1","NOTCH","Cell-Cell Contact","PMID: 22353464","DLL4_NOTCH1"
"DLL4","NOTCH2","NOTCH","Cell-Cell Contact","PMID: 22353464","DLL4_NOTCH2"
"DLL4","NOTCH3","NOTCH","Cell-Cell Contact","PMID: 22353464","DLL4_NOTCH3"
"DLL4","NOTCH4","NOTCH","Cell-Cell Contact","PMID: 22353464","DLL4_NOTCH4"
"JAG1","NOTCH1","NOTCH","Cell-Cell Contact","PMID: 22353464","JAG1_NOTCH1"
"JAG1","NOTCH2","NOTCH","Cell-Cell Contact","PMID: 22353464","JAG1_NOTCH2"
"JAG1","NOTCH3","NOTCH","Cell-Cell Contact","PMID: 22353464","JAG1_NOTCH3"
"JAG1","NOTCH4","NOTCH","Cell-Cell Contact","PMID: 22353464","JAG1_NOTCH4"
"JAG2","NOTCH1","NOTCH","Cell-Cell Contact","PMID: 22353464","JAG2_NOTCH1"
"JAG2","NOTCH2","NOTCH","Cell-Cell Contact","PMID: 22353464","JAG2_NOTCH2"
"JAG2","NOTCH3","NOTCH","Cell-Cell Contact","PMID: 22353464","JAG2_NOTCH3"
"JAG2","NOTCH4","NOTCH","Cell-Cell Contact","PMID: 22353464","JAG2_NOTCH4"
"DLL1","NOTCH2","NOTCH","Cell-Cell Contact","PMID: 22353464","DLL1_NOTCH2"
"NRXN1","NLGN1","NRXN","Cell-Cell Contact","KEGG: hsa04514","NRXN1_NLGN1"
"NRXN1","NLGN2","NRXN","Cell-Cell Contact","KEGG: hsa04514","NRXN1_NLGN2"
"NRXN1","NLGN3","NRXN","Cell-Cell Contact","KEGG: hsa04514","NRXN1_NLGN3"
"NRXN2","NLGN1","NRXN","Cell-Cell Contact","KEGG: hsa04514","NRXN2_NLGN1"
"NRXN2","NLGN2","NRXN","Cell-Cell Contact","KEGG: hsa04514","NRXN2_NLGN2"
"NRXN2","NLGN3","NRXN","Cell-Cell Contact","KEGG: hsa04514","NRXN2_NLGN3"
"NRXN3","NLGN1","NRXN","Cell-Cell Contact","KEGG: hsa04514","NRXN3_NLGN1"
"NRXN3","NLGN2","NRXN","Cell-Cell Contact","KEGG: hsa04514","NRXN3_NLGN2"
"NRXN3","NLGN3","NRXN","Cell-Cell Contact","KEGG: hsa04514","NRXN3_NLGN3"
"OCLN","OCLN","OCLN","Cell-Cell Contact","KEGG: hsa04514","OCLN_OCLN"
"CD274","PDCD1","PD-L1","Cell-Cell Contact","PMID: 23954143","CD274_PDCD1"
"PDCD1LG2","PDCD1","PDL2","Cell-Cell Contact","PMID: 23954143","PDCD1LG2_PDCD1"
"PECAM1","PECAM1","PECAM1","Cell-Cell Contact","KEGG: hsa04514","PECAM1_PECAM1"
"PTPRM","PTPRM","PTPRM","Cell-Cell Contact","KEGG: hsa04514","PTPRM_PTPRM"
"PVR","CD226","PVR","Cell-Cell Contact","KEGG: hsa04514","PVR_CD226"
"PVR","TIGIT","PVR","Cell-Cell Contact","KEGG: hsa04514","PVR_TIGIT"
"SELE","CD44","SELE","Cell-Cell Contact","PMC4571854","SELE_CD44"
"SELE","GLG1","SELE","Cell-Cell Contact","PMID: 11404363","SELE_GLG1"
"SELL","CD34","SELL","Cell-Cell Contact","PMID: 7692600; PMID: 8977216","SELL_CD34"
"SELL","PODXL","SELL","Cell-Cell Contact","PMID: 22814396","SELL_PODXL"
"SELL","GLYCAM1","SELL","Cell-Cell Contact","KEGG: hsa04514","SELL_GLYCAM1"
"SELL","MADCAM1","SELL","Cell-Cell Contact","KEGG: hsa04514","SELL_MADCAM1"
"SELPLG","SELE","SELPLG","Cell-Cell Contact","PMC4571854","SELPLG_SELE"
"SELPLG","SELL","SELPLG","Cell-Cell Contact","PMC2431087; PMID:  8892633,PMID:  8896607","SELPLG_SELL"
"SELPLG","SELP","SELPLG","Cell-Cell Contact","PMID: 19118202; PMID: 9829984","SELPLG_SELP"
"SEMA4A","NRP1_PLXNA1","SEMA4","Cell-Cell Contact","PMID: 27533782","SEMA4A_NRP1_PLXNA1"
"SEMA4A","NRP1_PLXNA2","SEMA4","Cell-Cell Contact","PMID: 27533782","SEMA4A_NRP1_PLXNA2"
"SEMA4A","NRP1_PLXNA3","SEMA4","Cell-Cell Contact","PMID: 27533782","SEMA4A_NRP1_PLXNA3"
"SEMA4A","NRP1_PLXNA4","SEMA4","Cell-Cell Contact","PMID: 27533782","SEMA4A_NRP1_PLXNA4"
"SEMA4A","PLXNB1","SEMA4","Cell-Cell Contact","PMID: 27533782","SEMA4A_PLXNB1"
"SEMA4A","PLXNB2","SEMA4","Cell-Cell Contact","PMID: 27533782","SEMA4A_PLXNB2"
"SEMA4A","PLXNB3","SEMA4","Cell-Cell Contact","PMID: 27533782","SEMA4A_PLXNB3"
"SEMA4D","PLXNB1","SEMA4","Cell-Cell Contact","PMID: 27533782","SEMA4D_PLXNB1"
"SEMA4D","PLXNB2","SEMA4","Cell-Cell Contact","PMID: 27533782","SEMA4D_PLXNB2"
"SEMA4D","PLXNB3","SEMA4","Cell-Cell Contact","PMID: 27533782","SEMA4D_PLXNB3"
"SEMA4C","PLXNB2","SEMA4","Cell-Cell Contact","PMID: 27533782","SEMA4C_PLXNB2"
"SEMA4G","PLXNB2","SEMA4","Cell-Cell Contact","PMID: 27533782","SEMA4G_PLXNB2"
"SEMA4D","CD72","SEMA4","Cell-Cell Contact","PMID: 22325954","SEMA4D_CD72"
"SEMA5A","PLXNA1","SEMA5","Cell-Cell Contact","PMID: 27533782","SEMA5A_PLXNA1"
"SEMA5B","PLXNA1","SEMA5","Cell-Cell Contact","PMID: 27533782","SEMA5B_PLXNA1"
"SEMA5A","PLXNA3","SEMA5","Cell-Cell Contact","PMID: 27533782","SEMA5A_PLXNA3"
"SEMA5B","PLXNA3","SEMA5","Cell-Cell Contact","PMID: 27533782","SEMA5B_PLXNA3"
"SEMA5A","PLXNB3","SEMA5","Cell-Cell Contact","PMID: 27533782","SEMA5A_PLXNB3"
"SEMA6D","PLXNA1_KDR","SEMA6","Cell-Cell Contact","PMID: 22325954","SEMA6D_PLXNA1_KDR"
"SEMA6D","PLXNA1_TREM2","SEMA6","Cell-Cell Contact","PMID: 22325954","SEMA6D_PLXNA1_TREM2"
"SEMA6D","PLXNA1","SEMA6","Cell-Cell Contact","PMID: 27533782","SEMA6D_PLXNA1"
"SEMA6A","PLXNA2","SEMA6","Cell-Cell Contact","PMID: 27533782","SEMA6A_PLXNA2"
"SEMA6B","PLXNA2","SEMA6","Cell-Cell Contact","PMID: 27533782","SEMA6B_PLXNA2"
"SEMA6A","PLXNA4","SEMA6","Cell-Cell Contact","PMID: 27533782","SEMA6A_PLXNA4"
"SEMA6B","PLXNA4","SEMA6","Cell-Cell Contact","PMID: 27533782","SEMA6B_PLXNA4"
"SEMA7A","ITGB1_ITGA1","SEMA7","Cell-Cell Contact","PMID: 22325954","SEMA7A_ITGB1_ITGA1"
"SEMA7A","PLXNC1","SEMA7","Cell-Cell Contact","PMID: 27533782","SEMA7A_PLXNC1"
"SIGLEC1","SPN","SN","Cell-Cell Contact","KEGG: hsa04514; PMID: 11238599","SIGLEC1_SPN"
"THY1","ITGAM_ITGB2","THY1","Cell-Cell Contact","PMID: 15850796","THY1_ITGAM_ITGB2"
"THY1","ITGAX_ITGB2","THY1","Cell-Cell Contact","PMID: 15850796","THY1_ITGAX_ITGB2"
"THY1","ITGAV_ITGB3","THY1","Cell-Cell Contact","PMID: 29212879; PMID: 18346467","THY1_ITGAV_ITGB3"
"TIGIT","NECTIN2","TIGIT","Cell-Cell Contact","PMID: 1313846; PMID:24987108","TIGIT_NECTIN2"
"TIGIT","PVR","TIGIT","Cell-Cell Contact","PMID:24987108","TIGIT_PVR"
"ITGA4_ITGB1","VCAM1","VCAM","Cell-Cell Contact","KEGG: hsa04514","ITGA4_ITGB1_VCAM1"
"ITGA9_ITGB1","VCAM1","VCAM","Cell-Cell Contact","KEGG: hsa04514","ITGA9_ITGB1_VCAM1"
"ITGA4_ITGB7","VCAM1","VCAM","Cell-Cell Contact","KEGG: hsa04514","ITGA4_ITGB7_VCAM1"
"VSIR","IGSF11","VISTA","Cell-Cell Contact","KEGG: hsa04514","VSIR_IGSF11"
