"ligand","receptor","pathway_name","annotation","evidence","ligand_receptor"
"TNR","SDC4","TENASCIN","ECM-Receptor","KEGG: hsa04512","TNR_SDC4"
"TNN","SDC4","TENASCIN","ECM-Receptor","KEGG: hsa04512","TNN_SDC4"
"TNXB","SDC4","TENASCIN","ECM-Receptor","KEGG: hsa04512","TNXB_SDC4"
"THBS1","SDC4","THBS","ECM-Receptor","KEGG: hsa04512","THBS1_SDC4"
"THBS2","SDC4","THBS","ECM-Receptor","KEGG: hsa04512","THBS2_SDC4"
"THBS3","SDC4","THBS","ECM-Receptor","KEGG: hsa04512","THBS3_SDC4"
"THBS4","SDC4","THBS","ECM-Receptor","KEGG: hsa04512","THBS4_SDC4"
"COMP","SDC4","THBS","ECM-Receptor","KEGG: hsa04512","COMP_SDC4"
"LAMA1","SV2A","LAMININ","ECM-Receptor","KEGG: hsa04512","LAMA1_SV2A"
"LAMA2","SV2A","LAMININ","ECM-Receptor","KEGG: hsa04512","LAMA2_SV2A"
"LAMA3","SV2A","LAMININ","ECM-Receptor","KEGG: hsa04512","LAMA3_SV2A"
"LAMA4","SV2A","LAMININ","ECM-Receptor","KEGG: hsa04512","LAMA4_SV2A"
"LAMA5","SV2A","LAMININ","ECM-Receptor","KEGG: hsa04512","LAMA5_SV2A"
"LAMB1","SV2A","LAMININ","ECM-Receptor","KEGG: hsa04512","LAMB1_SV2A"
"LAMB2","SV2A","LAMININ","ECM-Receptor","KEGG: hsa04512","LAMB2_SV2A"
"LAMB3","SV2A","LAMININ","ECM-Receptor","KEGG: hsa04512","LAMB3_SV2A"
"LAMC1","SV2A","LAMININ","ECM-Receptor","KEGG: hsa04512","LAMC1_SV2A"
"LAMC2","SV2A","LAMININ","ECM-Receptor","KEGG: hsa04512","LAMC2_SV2A"
"LAMC3","SV2A","LAMININ","ECM-Receptor","KEGG: hsa04512","LAMC3_SV2A"
"LAMA1","SV2B","LAMININ","ECM-Receptor","KEGG: hsa04512","LAMA1_SV2B"
"LAMA2","SV2B","LAMININ","ECM-Receptor","KEGG: hsa04512","LAMA2_SV2B"
"LAMA3","SV2B","LAMININ","ECM-Receptor","KEGG: hsa04512","LAMA3_SV2B"
"LAMA4","SV2B","LAMININ","ECM-Receptor","KEGG: hsa04512","LAMA4_SV2B"
"LAMA5","SV2B","LAMININ","ECM-Receptor","KEGG: hsa04512","LAMA5_SV2B"
"LAMB1","SV2B","LAMININ","ECM-Receptor","KEGG: hsa04512","LAMB1_SV2B"
"LAMB2","SV2B","LAMININ","ECM-Receptor","KEGG: hsa04512","LAMB2_SV2B"
"LAMB3","SV2B","LAMININ","ECM-Receptor","KEGG: hsa04512","LAMB3_SV2B"
"LAMC1","SV2B","LAMININ","ECM-Receptor","KEGG: hsa04512","LAMC1_SV2B"
"LAMC2","SV2B","LAMININ","ECM-Receptor","KEGG: hsa04512","LAMC2_SV2B"
"LAMC3","SV2B","LAMININ","ECM-Receptor","KEGG: hsa04512","LAMC3_SV2B"
"LAMA1","SV2C","LAMININ","ECM-Receptor","KEGG: hsa04512","LAMA1_SV2C"
"LAMA2","SV2C","LAMININ","ECM-Receptor","KEGG: hsa04512","LAMA2_SV2C"
"LAMA3","SV2C","LAMININ","ECM-Receptor","KEGG: hsa04512","LAMA3_SV2C"
"LAMA4","SV2C","LAMININ","ECM-Receptor","KEGG: hsa04512","LAMA4_SV2C"
"LAMA5","SV2C","LAMININ","ECM-Receptor","KEGG: hsa04512","LAMA5_SV2C"
"LAMB1","SV2C","LAMININ","ECM-Receptor","KEGG: hsa04512","LAMB1_SV2C"
"LAMB2","SV2C","LAMININ","ECM-Receptor","KEGG: hsa04512","LAMB2_SV2C"
"LAMB3","SV2C","LAMININ","ECM-Receptor","KEGG: hsa04512","LAMB3_SV2C"
"LAMC1","SV2C","LAMININ","ECM-Receptor","KEGG: hsa04512","LAMC1_SV2C"
"LAMC2","SV2C","LAMININ","ECM-Receptor","KEGG: hsa04512","LAMC2_SV2C"
"LAMC3","SV2C","LAMININ","ECM-Receptor","KEGG: hsa04512","LAMC3_SV2C"
"THBS1","CD36","THBS","ECM-Receptor","KEGG: hsa04512","THBS1_CD36"
"THBS2","CD36","THBS","ECM-Receptor","KEGG: hsa04512","THBS2_CD36"
"THBS3","CD36","THBS","ECM-Receptor","KEGG: hsa04512","THBS3_CD36"
"THBS4","CD36","THBS","ECM-Receptor","KEGG: hsa04512","THBS4_CD36"
"COMP","CD36","THBS","ECM-Receptor","KEGG: hsa04512","COMP_CD36"
"VWF","GP complex","VWF","ECM-Receptor","KEGG: hsa04512","VWF_GP complex"
"COL1A1","GP6","COLLAGEN","ECM-Receptor","KEGG: hsa04512","COL1A1_GP6"
"COL1A2","GP6","COLLAGEN","ECM-Receptor","KEGG: hsa04512","COL1A2_GP6"
"COL2A1","GP6","COLLAGEN","ECM-Receptor","KEGG: hsa04512","COL2A1_GP6"
"COL4A1","GP6","COLLAGEN","ECM-Receptor","KEGG: hsa04512","COL4A1_GP6"
"COL4A2","GP6","COLLAGEN","ECM-Receptor","KEGG: hsa04512","COL4A2_GP6"
"COL4A3","GP6","COLLAGEN","ECM-Receptor","KEGG: hsa04512","COL4A3_GP6"
"COL4A4","GP6","COLLAGEN","ECM-Receptor","KEGG: hsa04512","COL4A4_GP6"
"COL4A5","GP6","COLLAGEN","ECM-Receptor","KEGG: hsa04512","COL4A5_GP6"
"COL4A6","GP6","COLLAGEN","ECM-Receptor","KEGG: hsa04512","COL4A6_GP6"
"COL6A1","GP6","COLLAGEN","ECM-Receptor","KEGG: hsa04512","COL6A1_GP6"
"COL6A2","GP6","COLLAGEN","ECM-Receptor","KEGG: hsa04512","COL6A2_GP6"
"COL6A3","GP6","COLLAGEN","ECM-Receptor","KEGG: hsa04512","COL6A3_GP6"
"COL6A5","GP6","COLLAGEN","ECM-Receptor","KEGG: hsa04512","COL6A5_GP6"
"COL6A6","GP6","COLLAGEN","ECM-Receptor","KEGG: hsa04512","COL6A6_GP6"
"COL9A1","GP6","COLLAGEN","ECM-Receptor","KEGG: hsa04512","COL9A1_GP6"
"COL9A2","GP6","COLLAGEN","ECM-Receptor","KEGG: hsa04512","COL9A2_GP6"
"COL9A3","GP6","COLLAGEN","ECM-Receptor","KEGG: hsa04512","COL9A3_GP6"
"THBS1","CD47","THBS","ECM-Receptor","KEGG: hsa04512","THBS1_CD47"
"THBS2","CD47","THBS","ECM-Receptor","KEGG: hsa04512","THBS2_CD47"
"THBS3","CD47","THBS","ECM-Receptor","KEGG: hsa04512","THBS3_CD47"
"THBS4","CD47","THBS","ECM-Receptor","KEGG: hsa04512","THBS4_CD47"
"COMP","CD47","THBS","ECM-Receptor","KEGG: hsa04512","COMP_CD47"
"AGRN","DAG1","AGRN","ECM-Receptor","KEGG: hsa04512","AGRN_DAG1"
"HSPG2","DAG1","HSPG","ECM-Receptor","KEGG: hsa04512","HSPG2_DAG1"
"LAMA1","DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512","LAMA1_DAG1"
"LAMA2","DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512","LAMA2_DAG1"
"LAMA3","DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512","LAMA3_DAG1"
"LAMA4","DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512","LAMA4_DAG1"
"LAMA5","DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512","LAMA5_DAG1"
"LAMB1","DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512","LAMB1_DAG1"
"LAMB2","DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512","LAMB2_DAG1"
"LAMB3","DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512","LAMB3_DAG1"
"LAMC1","DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512","LAMC1_DAG1"
"LAMC2","DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512","LAMC2_DAG1"
"LAMC3","DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512","LAMC3_DAG1"
"ADGRE5","CD55","ADGRE5","Cell-Cell Contact","PMID: 11297558","ADGRE5_CD55"
"ALCAM","CD6","ALCAM","Cell-Cell Contact","KEGG: hsa04514","ALCAM_CD6"
"ANXA1","FPR2_LXA4","ANXA1","Cell-Cell Contact","PMID: 22610094","ANXA1_FPR2_LXA4"
"APP","CD74","APP","Cell-Cell Contact","PMID: 19849849","APP_CD74"
"CADM1","CADM1","CADM","Cell-Cell Contact","PMID: 24503895","CADM1_CADM1"
"CADM3","CADM3","CADM","Cell-Cell Contact","KEGG: hsa04514","CADM3_CADM3"
"CD22","PTPRC","CD22","Cell-Cell Contact","KEGG: hsa04514","CD22_PTPRC"
"CD226","NECTIN2","CD226","Cell-Cell Contact","PMID: 24440149","CD226_NECTIN2"
"CD226","PVR","CD226","Cell-Cell Contact","PMID: 24440149","CD226_PVR"
"FCER2","ITGAM_ITGB2","CD23","Cell-Cell Contact","PMID: 7621072","FCER2_ITGAM_ITGB2"
"FCER2","ITGAX_ITGB2","CD23","Cell-Cell Contact","PMID: 7621072","FCER2_ITGAX_ITGB2"
"FCER2","ITGAV_ITGB3","CD23","Cell-Cell Contact","PMID: 10037797","FCER2_ITGAV_ITGB3"
"FCER2","CR2","CD23","Cell-Cell Contact","PMID: 16785534","FCER2_CR2"
"CD34","SELP","CD34","Cell-Cell Contact","PMID: 18606703","CD34_SELP"
"ENTPD1","ADORA1","CD39","Cell-Cell Contact","PMID: 21677139","ENTPD1_ADORA1"
"ENTPD1","ADORA2A","CD39","Cell-Cell Contact","PMID: 21677139","ENTPD1_ADORA2A"
"ENTPD1","ADORA2B","CD39","Cell-Cell Contact","PMID: 21677139","ENTPD1_ADORA2B"
"ENTPD1","TMIGD3","CD39","Cell-Cell Contact","PMID: 21677139","ENTPD1_TMIGD3"
"CD40LG","CD40","CD40","Cell-Cell Contact","KEGG: hsa04514","CD40LG_CD40"
"PTPRC","CD22","CD45","Cell-Cell Contact","PMID: 12115612","PTPRC_CD22"
"PTPRC","MRC1","CD45","Cell-Cell Contact","PMID: 27601670; PMID: 10575006","PTPRC_MRC1"
"CD46","JAG1","CD46","Cell-Cell Contact","PMID: 23086448","CD46_JAG1"
"CD48","CD244","CD48","Cell-Cell Contact","PMID: 26697006","CD48_CD244"
"CD6","ALCAM","CD6","Cell-Cell Contact","PMID: 23602662","CD6_ALCAM"
"CD80","CD274","CD80","Cell-Cell Contact","PMID: 17629517; PMID: 18585785","CD80_CD274"
"CD80","CD28","CD80","Cell-Cell Contact","PMID: 23954143","CD80_CD28"
"CD80","CTLA4","CD80","Cell-Cell Contact","PMID: 23954143","CD80_CTLA4"
"CD86","CD28","CD86","Cell-Cell Contact","PMID: 23954143","CD86_CD28"
"CD86","CTLA4","CD86","Cell-Cell Contact","PMID: 23954143","CD86_CTLA4"
"CD96","NECTIN1","CD96","Cell-Cell Contact","PMID: 17971293","CD96_NECTIN1"
"CD96","PVR","CD96","Cell-Cell Contact","PMID: 15034010","CD96_PVR"
"CD99","PILRA","CD99","Cell-Cell Contact","PMID: 18234675","CD99_PILRA"
"CD99","CD99","CD99","Cell-Cell Contact","KEGG: hsa04514","CD99_CD99"
"CD99","CD99L2","CD99","Cell-Cell Contact","KEGG: hsa04514","CD99_CD99L2"
"CDH15","CDH15","CDH","Cell-Cell Contact","KEGG: hsa04514","CDH15_CDH15"
"CDH4","CDH4","CDH","Cell-Cell Contact","KEGG: hsa04514","CDH4_CDH4"
"CDH2","CDH2","CDH","Cell-Cell Contact","KEGG: hsa04514","CDH2_CDH2"
"CDH1","CDH1","CDH","Cell-Cell Contact","KEGG: hsa04514","CDH1_CDH1"
"CDH1","ITGA2_ITGB1","CDH1","Cell-Cell Contact","PMID: 12392763","CDH1_ITGA2_ITGB1"
"CDH1","ITGAE_ITGB7","CDH1","Cell-Cell Contact","PMID: 9425167","CDH1_ITGAE_ITGB7"
"CDH1","KLRG1","CDH1","Cell-Cell Contact","PMID: 19604491","CDH1_KLRG1"
"CDH5","CDH5","CDH5","Cell-Cell Contact","KEGG: hsa04514","CDH5_CDH5"
"CD1D","CEACAM5","CEACAM","Cell-Cell Contact","PMID: 24104458","CD1D_CEACAM5"
"CD209","CEACAM1","CEACAM","Cell-Cell Contact","PMID: 16282604; PMID: 6246332","CD209_CEACAM1"
"CD8A","CEACAM5","CEACAM","Cell-Cell Contact","PMID: 24104458","CD8A_CEACAM5"
"CEACAM1","CEACAM5","CEACAM","Cell-Cell Contact","PMID: 11590190","CEACAM1_CEACAM5"
"SELE","CEACAM1","CEACAM","Cell-Cell Contact","PMID: 1378450","SELE_CEACAM1"
"CLDN11","CLDN11","CLDN","Cell-Cell Contact","KEGG: hsa04514","CLDN11_CLDN11"
"CLEC2D","KLRB1","CLEC","Cell-Cell Contact","PMID: 24223577","CLEC2D_KLRB1"
"CLEC2A","KLRB1","CLEC","Cell-Cell Contact","PMID: 24223577","CLEC2A_KLRB1"
"CLEC2B","KLRB1","CLEC","Cell-Cell Contact","PMID: 24223577","CLEC2B_KLRB1"
"CD69","KLRB1","CLEC","Cell-Cell Contact","PMID: 24223577","CD69_KLRB1"
"CLEC2L","KLRB1","CLEC","Cell-Cell Contact","PMID: 24223577","CLEC2L_KLRB1"
"CLEC1B","KLRB1","CLEC","Cell-Cell Contact","PMID: 24223577","CLEC1B_KLRB1"
"NFASC","CNTN1_CNTNAP1","CNTN","Cell-Cell Contact","KEGG: hsa04514","NFASC_CNTN1_CNTNAP1"
"CNTN2","CNTN2_CNTNAP2","CNTN","Cell-Cell Contact","KEGG: hsa04514","CNTN2_CNTN2_CNTNAP2"
"CNTN2","L1CAM","CNTN","Cell-Cell Contact","KEGG: hsa04514","CNTN2_L1CAM"
"CNTN2","CNTN2","CNTN","Cell-Cell Contact","KEGG: hsa04514","CNTN2_CNTN2"
"CNTN1","NRCAM","CNTN","Cell-Cell Contact","KEGG: hsa04514","CNTN1_NRCAM"
"CSPG4","ITGA3_ITGB1","CSPG4","Cell-Cell Contact","PMID: 30213051","CSPG4_ITGA3_ITGB1"
"DSC1","DSG1","DESMOSOME","Cell-Cell Contact","PMID: 27298358","DSC1_DSG1"
"DSC1","DSG2","DESMOSOME","Cell-Cell Contact","PMID: 27298358","DSC1_DSG2"
"DSC2","DSG1","DESMOSOME","Cell-Cell Contact","PMID: 27298358","DSC2_DSG1"
"DSC2","DSG2","DESMOSOME","Cell-Cell Contact","PMID: 27298358","DSC2_DSG2"
"DSG1","DSC3","DESMOSOME","Cell-Cell Contact","PMID: 27298358","DSG1_DSC3"
"DSG2","DSC3","DESMOSOME","Cell-Cell Contact","PMID: 27298358","DSG2_DSC3"
"EPGN","EGFR","EPGN","Cell-Cell Contact","PMID: 27298358","EPGN_EGFR"
"EFNA1","EPHA1","EPHA","Cell-Cell Contact","PMID: 15114347","EFNA1_EPHA1"
"EFNA1","EPHA2","EPHA","Cell-Cell Contact","PMID: 15114347","EFNA1_EPHA2"
"EFNA1","EPHA3","EPHA","Cell-Cell Contact","PMID: 15114347","EFNA1_EPHA3"
"EFNA1","EPHA4","EPHA","Cell-Cell Contact","PMID: 15114347","EFNA1_EPHA4"
"EFNA1","EPHA5","EPHA","Cell-Cell Contact","PMID: 15114347","EFNA1_EPHA5"
"EFNA1","EPHA7","EPHA","Cell-Cell Contact","PMID: 15114347","EFNA1_EPHA7"
"EFNA1","EPHA8","EPHA","Cell-Cell Contact","PMID: 15114347","EFNA1_EPHA8"
"EFNA2","EPHA1","EPHA","Cell-Cell Contact","PMID: 15114347","EFNA2_EPHA1"
"EFNA2","EPHA2","EPHA","Cell-Cell Contact","PMID: 15114347","EFNA2_EPHA2"
"EFNA2","EPHA3","EPHA","Cell-Cell Contact","PMID: 15114347","EFNA2_EPHA3"
"EFNA2","EPHA4","EPHA","Cell-Cell Contact","PMID: 15114347","EFNA2_EPHA4"
"EFNA2","EPHA5","EPHA","Cell-Cell Contact","PMID: 15114347","EFNA2_EPHA5"
"EFNA2","EPHA7","EPHA","Cell-Cell Contact","PMID: 15114347","EFNA2_EPHA7"
"EFNA2","EPHA8","EPHA","Cell-Cell Contact","PMID: 15114347","EFNA2_EPHA8"
"EFNA3","EPHA1","EPHA","Cell-Cell Contact","PMID: 15114347","EFNA3_EPHA1"
"EFNA3","EPHA2","EPHA","Cell-Cell Contact","PMID: 15114347","EFNA3_EPHA2"
"EFNA3","EPHA3","EPHA","Cell-Cell Contact","PMID: 15114347","EFNA3_EPHA3"
"EFNA3","EPHA4","EPHA","Cell-Cell Contact","PMID: 15114347","EFNA3_EPHA4"
"EFNA3","EPHA5","EPHA","Cell-Cell Contact","PMID: 15114347","EFNA3_EPHA5"
"EFNA3","EPHA7","EPHA","Cell-Cell Contact","PMID: 15114347","EFNA3_EPHA7"
"EFNA3","EPHA8","EPHA","Cell-Cell Contact","PMID: 15114347","EFNA3_EPHA8"
"EFNA4","EPHA1","EPHA","Cell-Cell Contact","PMID: 15114347","EFNA4_EPHA1"
"EFNA4","EPHA2","EPHA","Cell-Cell Contact","PMID: 15114347","EFNA4_EPHA2"
"EFNA4","EPHA3","EPHA","Cell-Cell Contact","PMID: 15114347","EFNA4_EPHA3"
"EFNA4","EPHA4","EPHA","Cell-Cell Contact","PMID: 15114347","EFNA4_EPHA4"
"EFNA4","EPHA5","EPHA","Cell-Cell Contact","PMID: 15114347","EFNA4_EPHA5"
"EFNA4","EPHA7","EPHA","Cell-Cell Contact","PMID: 15114347","EFNA4_EPHA7"
"EFNA4","EPHA8","EPHA","Cell-Cell Contact","PMID: 15114347","EFNA4_EPHA8"
"EFNA5","EPHA1","EPHA","Cell-Cell Contact","PMID: 15114347","EFNA5_EPHA1"
"EFNA5","EPHA2","EPHA","Cell-Cell Contact","PMID: 15114347","EFNA5_EPHA2"
"EFNA5","EPHA3","EPHA","Cell-Cell Contact","PMID: 15114347","EFNA5_EPHA3"
"EFNA5","EPHA4","EPHA","Cell-Cell Contact","PMID: 15114347","EFNA5_EPHA4"
"EFNA5","EPHA5","EPHA","Cell-Cell Contact","PMID: 15114347","EFNA5_EPHA5"
"EFNA5","EPHA7","EPHA","Cell-Cell Contact","PMID: 15114347","EFNA5_EPHA7"
"EFNA5","EPHA8","EPHA","Cell-Cell Contact","PMID: 15114347","EFNA5_EPHA8"
"EFNA5","EPHB2","EPHA","Cell-Cell Contact","PMID:15107857; PMID: 15114347","EFNA5_EPHB2"
"EFNB1","EPHA4","EPHB","Cell-Cell Contact","PMID: 15114347","EFNB1_EPHA4"
"EFNB1","EPHB1","EPHB","Cell-Cell Contact","PMID: 15114347","EFNB1_EPHB1"
"EFNB1","EPHB2","EPHB","Cell-Cell Contact","PMID: 15114347","EFNB1_EPHB2"
"EFNB1","EPHB3","EPHB","Cell-Cell Contact","PMID: 15114347","EFNB1_EPHB3"
"EFNB1","EPHB4","EPHB","Cell-Cell Contact","PMID: 15114347","EFNB1_EPHB4"
"EFNB2","EPHA4","EPHB","Cell-Cell Contact","PMID: 15114347","EFNB2_EPHA4"
"EFNB2","EPHB1","EPHB","Cell-Cell Contact","PMID: 15114347","EFNB2_EPHB1"
"EFNB2","EPHB2","EPHB","Cell-Cell Contact","PMID: 15114347","EFNB2_EPHB2"
"EFNB2","EPHB3","EPHB","Cell-Cell Contact","PMID: 15114347","EFNB2_EPHB3"
"EFNB2","EPHB4","EPHB","Cell-Cell Contact","PMID: 15114347","EFNB2_EPHB4"
"EFNB3","EPHA4","EPHB","Cell-Cell Contact","PMID: 15114347","EFNB3_EPHA4"
"EFNB3","EPHB1","EPHB","Cell-Cell Contact","PMID: 15114347","EFNB3_EPHB1"
"EFNB3","EPHB2","EPHB","Cell-Cell Contact","PMID: 15114347","EFNB3_EPHB2"
"EFNB3","EPHB3","EPHB","Cell-Cell Contact","PMID: 15114347","EFNB3_EPHB3"
"EFNB3","EPHB4","EPHB","Cell-Cell Contact","PMID: 15114347","EFNB3_EPHB4"
"EFNB3","EPHB6","EPHB","Cell-Cell Contact","PMID: 15114347","EFNB3_EPHB6"
"ESAM","ESAM","ESAM","Cell-Cell Contact","KEGG: hsa04514; PMID: 11279107","ESAM_ESAM"
"GP1BA","ITGAM_ITGB2","GP1BA","Cell-Cell Contact","PMC2194217","GP1BA_ITGAM_ITGB2"
"ICAM1","ITGAX_ITGB2","ICAM","Cell-Cell Contact","PMID: 16252253","ICAM1_ITGAX_ITGB2"
"ICAM1","ITGAL_ITGB2","ICAM","Cell-Cell Contact","KEGG: hsa04514","ICAM1_ITGAL_ITGB2"
"ICAM2","ITGAL_ITGB2","ICAM","Cell-Cell Contact","KEGG: hsa04514","ICAM2_ITGAL_ITGB2"
"ICAM1","ITGAM_ITGB2","ICAM","Cell-Cell Contact","KEGG: hsa04514","ICAM1_ITGAM_ITGB2"
"ICAM2","ITGAM_ITGB2","ICAM","Cell-Cell Contact","KEGG: hsa04514","ICAM2_ITGAM_ITGB2"
"ICAM1","ITGAL","ICAM","Cell-Cell Contact","PMID: 23602662","ICAM1_ITGAL"
"ICAM1","SPN","ICAM","Cell-Cell Contact","PMID: 1683685","ICAM1_SPN"
"ICAM5","CD209","ICAM","Cell-Cell Contact","PMID: 15795245","ICAM5_CD209"
"ICOSLG","ICOS","ICOS","Cell-Cell Contact","PMID: 23954143","ICOSLG_ICOS"
"ICOSLG","CD28","ICOS","Cell-Cell Contact","KEGG: hsa04514","ICOSLG_CD28"
"ICOSLG","CTLA4","ICOS","Cell-Cell Contact","KEGG: hsa04514","ICOSLG_CTLA4"
"ITGB2","CD226","ITGB2","Cell-Cell Contact","KEGG: hsa04514","ITGB2_CD226"
"ITGB2","ICAM1","ITGB2","Cell-Cell Contact","KEGG: hsa04514","ITGB2_ICAM1"
"ITGB2","ICAM2","ITGB2","Cell-Cell Contact","KEGG: hsa04514","ITGB2_ICAM2"
"JAM2","ITGA3_ITGB1","JAM","Cell-Cell Contact","PMID: 12070135","JAM2_ITGA3_ITGB1"
"JAM2","ITGAV_ITGB1","JAM","Cell-Cell Contact","KEGG: hsa04514","JAM2_ITGAV_ITGB1"
"JAM3","ITGAM_ITGB2","JAM","Cell-Cell Contact","KEGG: hsa04514; PMID: 16118203, PMC2194005","JAM3_ITGAM_ITGB2"
"F11R","ITGAL_ITGB2","JAM","Cell-Cell Contact","PMID: 11812992","F11R_ITGAL_ITGB2"
"JAM2","JAM3","JAM","Cell-Cell Contact","PMC1237098;  PMID: 11590146","JAM2_JAM3"
"F11R","F11R","JAM","Cell-Cell Contact","KEGG: hsa04514","F11R_F11R"
"F11R","JAM2","JAM","Cell-Cell Contact","KEGG: hsa04514","F11R_JAM2"
"F11R","JAM3","JAM","Cell-Cell Contact","KEGG: hsa04514","F11R_JAM3"
"JAM2","F11R","JAM","Cell-Cell Contact","KEGG: hsa04514","JAM2_F11R"
"JAM2","JAM2","JAM","Cell-Cell Contact","KEGG: hsa04514","JAM2_JAM2"
"JAM3","F11R","JAM","Cell-Cell Contact","KEGG: hsa04514","JAM3_F11R"
"JAM3","JAM2","JAM","Cell-Cell Contact","KEGG: hsa04514","JAM3_JAM2"
"JAM3","JAM3","JAM","Cell-Cell Contact","KEGG: hsa04514","JAM3_JAM3"
"L1CAM","ITGAV_ITGB3","L1CAM","Cell-Cell Contact","PMID: 9396761","L1CAM_ITGAV_ITGB3"
"L1CAM","ITGA4_ITGB7","L1CAM","Cell-Cell Contact","PMID: 8557754","L1CAM_ITGA4_ITGB7"
"L1CAM","L1CAM","L1CAM","Cell-Cell Contact","PMID: 18701456","L1CAM_L1CAM"
"LCK","CD8 receptor","LCK","Cell-Cell Contact","PMID: 25427562","LCK_CD8 receptor"
"MADCAM1","ITGA4_ITGB7","MADCAM","Cell-Cell Contact","KEGG: hsa04514; PMID: 7517418","MADCAM1_ITGA4_ITGB7"
"MAG","MAG","MAG","Cell-Cell Contact","KEGG: hsa04514","MAG_MAG"
"HLA-A","CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514","HLA-A_CD8A"
"HLA-B","CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514","HLA-B_CD8A"
"HLA-C","CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514","HLA-C_CD8A"
"HLA-E","CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514","HLA-E_CD8A"
"HLA-F","CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514","HLA-F_CD8A"
"HLA-G","CD8A","MHC-I","Cell-Cell Contact","KEGG: hsa04514","HLA-G_CD8A"
"HLA-A","CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514","HLA-A_CD8B"
"HLA-B","CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514","HLA-B_CD8B"
"HLA-C","CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514","HLA-C_CD8B"
"HLA-E","CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514","HLA-E_CD8B"
"HLA-F","CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514","HLA-F_CD8B"
"HLA-G","CD8B","MHC-I","Cell-Cell Contact","KEGG: hsa04514","HLA-G_CD8B"
"HLA-A","CD8B2","MHC-I","Cell-Cell Contact","KEGG: hsa04514","HLA-A_CD8B2"
"HLA-B","CD8B2","MHC-I","Cell-Cell Contact","KEGG: hsa04514","HLA-B_CD8B2"
"HLA-C","CD8B2","MHC-I","Cell-Cell Contact","KEGG: hsa04514","HLA-C_CD8B2"
"HLA-E","CD8B2","MHC-I","Cell-Cell Contact","KEGG: hsa04514","HLA-E_CD8B2"
"HLA-F","CD8B2","MHC-I","Cell-Cell Contact","KEGG: hsa04514","HLA-F_CD8B2"
"HLA-G","CD8B2","MHC-I","Cell-Cell Contact","KEGG: hsa04514","HLA-G_CD8B2"
"HLA-C","KIR2DL1","MHC-I","Cell-Cell Contact","PMID: 28484462","HLA-C_KIR2DL1"
"HLA-C","KIR2DL2","MHC-I","Cell-Cell Contact","PMID: 28484462","HLA-C_KIR2DL2"
"HLA-C","KIR2DL3","MHC-I","Cell-Cell Contact","PMID: 28484462","HLA-C_KIR2DL3"
"HLA-C","KIR2DS1","MHC-I","Cell-Cell Contact","PMID: 28484462","HLA-C_KIR2DS1"
"HLA-C","KIR2DS4","MHC-I","Cell-Cell Contact","PMID: 28484462","HLA-C_KIR2DS4"
"HLA-G","LILRB1","MHC-I","Cell-Cell Contact","PMID: 28484462","HLA-G_LILRB1"
"HLA-G","LILRB2","MHC-I","Cell-Cell Contact","PMID: 28484462","HLA-G_LILRB2"
"HLA-F","KIR3DL1","MHC-I","Cell-Cell Contact","PMID: 28484462","HLA-F_KIR3DL1"
"HLA-F","KIR3DL2","MHC-I","Cell-Cell Contact","PMID: 28484462","HLA-F_KIR3DL2"
"HLA-B","KIR3DL2","MHC-I","Cell-Cell Contact","PMID: 28484462","HLA-B_KIR3DL2"
"HLA-C","KIR3DL3","MHC-I","Cell-Cell Contact","PMID: 28484462","HLA-C_KIR3DL3"
"HLA-E","KLRC1","MHC-I","Cell-Cell Contact","PMID: 24223577","HLA-E_KLRC1"
"HLA-E","KLRC2","MHC-I","Cell-Cell Contact","PMID: 26697006","HLA-E_KLRC2"
"HLA-A","KIR3DL1","MHC-I","Cell-Cell Contact","PMID: 28484462","HLA-A_KIR3DL1"
"HLA-F","LILRB1","MHC-I","Cell-Cell Contact","PMID: 28484462","HLA-F_LILRB1"
"HLA-E","KLRK1","MHC-I","Cell-Cell Contact","PMID: 28484462","HLA-E_KLRK1"
"HLA-F","KIR3DS1","MHC-I","Cell-Cell Contact","PMID: 28484462","HLA-F_KIR3DS1"
"HLA-E","CD94:NKG2A","MHC-I","Cell-Cell Contact","PMID: 28484462","HLA-E_CD94:NKG2A"
