"source","target","ligand.complex","ligand","receptor.complex","receptor","receptor.prop","ligand.prop","ligand.expr","receptor.expr","ligand.sum","receptor.sum","prod_weight","edge_specificity"
"AC-like","Microglia/Macrophages","COL5A1","COL5A1","ITGA1_ITGB1","ITGA1",0.222222222222222,0.285420944558522,0.274114807090216,0.740075788741222,4.89241696500485,7.675276439506,0.20286573206294,0.0054024555546228
"AC-like","Microglia/Macrophages","COL4A5","COL4A5","ITGA1_ITGB1","ITGA1",0.222222222222222,0.166324435318275,0.153085539878699,0.740075788741222,1.83131223280353,7.675276439506,0.113294901670604,0.00806035081122047
"AC-like","Microglia/Macrophages","COL4A2","COL4A2","ITGA1_ITGB1","ITGA1",0.222222222222222,0.544147843942505,0.642668117694111,0.740075788741222,9.56017034380043,7.675276439506,0.475623114101306,0.00648191445435585
"AC-like","Microglia/Macrophages","COL4A1","COL4A1","ITGA1_ITGB1","ITGA1",0.222222222222222,0.618069815195072,0.757758386415657,0.740075788741222,10.2248409267045,7.675276439506,0.560798635501843,0.00714589057749563
"AC-like","Microglia/Macrophages","COL3A1","COL3A1","ITGA1_ITGB1","ITGA1",0.222222222222222,0.505133470225873,0.607690308552675,0.740075788741222,9.060936044,7.675276439506,0.449736884412518,0.00646682957193457
"AC-like","Microglia/Macrophages","COL22A1","COL22A1","ITGA1_ITGB1","ITGA1",0.222222222222222,0.256673511293634,0.241583555136046,0.740075788741222,3.3243269609998,7.675276439506,0.178790140114218,0.00700722086538183
"AC-like","Microglia/Macrophages","COL18A1","COL18A1","ITGA1_ITGB1","ITGA1",0.222222222222222,0.585215605749487,0.694204213616379,0.740075788741222,10.219003109822,7.675276439506,0.513763730939621,0.00655029537725236
"AC-like","Microglia/Macrophages","COL16A1","COL16A1","ITGA1_ITGB1","ITGA1",0.222222222222222,0.496919917864476,0.54144549284756,0.740075788741222,5.53559064843604,7.675276439506,0.400710700179538,0.00943133011361262
"AC-like","Microglia/Macrophages","COL13A1","COL13A1","ITGA1_ITGB1","ITGA1",0.222222222222222,0.283367556468172,0.277422298942522,0.740075788741222,3.42053032689532,7.675276439506,0.20531352670429,0.00782042024559427
"AC-like","Microglia/Macrophages","COL11A1","COL11A1","ITGA1_ITGB1","ITGA1",0.222222222222222,0.431211498973306,0.431666496867386,0.740075788741222,4.07301903775521,7.675276439506,0.319465923142291,0.0102191335108314
"AC-like","Microglia/Macrophages","COL11A1","COL11A1","ITGA2_ITGB1","ITGA2",0.494444444444444,0.431211498973306,0.431666496867386,0.874369391439251,4.07301903775521,8.142778139932,0.37743597217065,0.0113803140474022
"AC-like","Microglia/Macrophages","COL13A1","COL13A1","ITGA2_ITGB1","ITGA2",0.494444444444444,0.283367556468172,0.277422298942522,0.874369391439251,3.42053032689532,8.142778139932,0.242569566698051,0.0087090395954994
"AC-like","Microglia/Macrophages","COL16A1","COL16A1","ITGA2_ITGB1","ITGA2",0.494444444444444,0.496919917864476,0.54144549284756,0.874369391439251,5.53559064843604,8.142778139932,0.473423366078647,0.0105029940614702
"AC-like","Microglia/Macrophages","COL18A1","COL18A1","ITGA2_ITGB1","ITGA2",0.494444444444444,0.585215605749487,0.694204213616379,0.874369391439251,10.219003109822,8.142778139932,0.606990915794317,0.00729459287496033
"AC-like","Microglia/Macrophages","COL1A2","COL1A2","ITGA2_ITGB1","ITGA2",0.494444444444444,0.632443531827515,0.774311565023849,0.874369391439251,10.5067215005225,8.142778139932,0.677034331894277,0.00791354122753363
"AC-like","Microglia/Macrophages","COL22A1","COL22A1","ITGA2_ITGB1","ITGA2",0.494444444444444,0.256673511293634,0.241583555136046,0.874369391439251,3.3243269609998,8.142778139932,0.211233266086036,0.0078034379297455
"AC-like","Microglia/Macrophages","COL3A1","COL3A1","ITGA2_ITGB1","ITGA2",0.494444444444444,0.505133470225873,0.607690308552675,0.874369391439251,9.060936044,8.142778139932,0.531345805272733,0.0072016430103041
"AC-like","Microglia/Macrophages","COL4A5","COL4A5","ITGA2_ITGB1","ITGA2",0.494444444444444,0.166324435318275,0.153085539878699,0.874369391439251,1.83131223280353,8.142778139932,0.133853310341887,0.00897623301101775
"AC-like","Microglia/Macrophages","COL5A1","COL5A1","ITGA2_ITGB1","ITGA2",0.494444444444444,0.285420944558522,0.274114807090216,0.874369391439251,4.89241696500485,8.142778139932,0.23967759705996,0.00601632621528772
"AC-like","Microglia/Macrophages","COL5A2","COL5A2","ITGA2_ITGB1","ITGA2",0.494444444444444,0.478439425051335,0.498992834470116,0.874369391439251,6.80553778304858,8.142778139932,0.436304061008183,0.00787325293587969
"AC-like","Microglia/Macrophages","COL5A3","COL5A3","ITGA2_ITGB1","ITGA2",0.494444444444444,0.361396303901437,0.380895008437238,0.874369391439251,5.02207262537742,8.142778139932,0.333042936729516,0.00814412885777773
"AC-like","Microglia/Macrophages","COL6A1","COL6A1","ITGA2_ITGB1","ITGA2",0.494444444444444,0.936344969199179,1.47351221309193,0.874369391439251,14.9399069909833,8.142778139932,1.2883939770395,0.0105907859371264
"AC-like","Microglia/Macrophages","COL6A2","COL6A2","ITGA2_ITGB1","ITGA2",0.494444444444444,0.91170431211499,1.38556780041278,0.874369391439251,14.7107511593664,8.142778139932,1.21149807444474,0.0101138213249526
"AC-like","Microglia/Macrophages","COL6A3","COL6A3","ITGA2_ITGB1","ITGA2",0.494444444444444,0.17864476386037,0.180106963149762,0.874369391439251,3.49159608309213,8.142778139932,0.157480015763229,0.00553896792060417
"AC-like","Microglia/Macrophages","COL7A1","COL7A1","ITGA2_ITGB1","ITGA2",0.494444444444444,0.388090349075975,0.387866993422755,0.874369391439251,3.39061042429255,8.142778139932,0.339139026998427,0.012283645512289
"AC-like","Microglia/Macrophages","COL8A1","COL8A1","ITGA2_ITGB1","ITGA2",0.494444444444444,0.751540041067762,0.965257280816944,0.874369391439251,10.7387731721076,8.142778139932,0.843991421210218,0.00965185438088441
"AC-like","Microglia/Macrophages","COL9A2","COL9A2","ITGA2_ITGB1","ITGA2",0.494444444444444,0.236139630390144,0.217016458796833,0.874369391439251,3.42236906318684,8.142778139932,0.189752549010488,0.00680907589891355
"AC-like","Microglia/Macrophages","COL9A3","COL9A3","ITGA2_ITGB1","ITGA2",0.494444444444444,0.550308008213552,0.611004426334825,0.874369391439251,6.74080163283094,8.142778139932,0.53424356842107,0.00973318892978743
"AC-like","Microglia/Macrophages","COL11A1","COL11A1","ITGA10_ITGB1","ITGA10",0.172222222222222,0.431211498973306,0.431666496867386,0.711385537515048,4.07301903775521,7.30645835997855,0.307081302901243,0.010318819625663
"AC-like","Microglia/Macrophages","COL13A1","COL13A1","ITGA10_ITGB1","ITGA10",0.172222222222222,0.283367556468172,0.277422298942522,0.711385537515048,3.42053032689532,7.30645835997855,0.197354211251886,0.00789670727225922
"AC-like","Microglia/Macrophages","COL16A1","COL16A1","ITGA10_ITGB1","ITGA10",0.172222222222222,0.496919917864476,0.54144549284756,0.711385537515048,5.53559064843604,7.30645835997855,0.385176492964462,0.00952333132445145
"AC-like","Microglia/Macrophages","COL18A1","COL18A1","ITGA10_ITGB1","ITGA10",0.172222222222222,0.585215605749487,0.694204213616379,0.711385537515048,10.219003109822,7.30645835997855,0.493846837648699,0.00661419252630765
"AC-like","Microglia/Macrophages","COL1A1","COL1A1","ITGA10_ITGB1","ITGA10",0.172222222222222,0.459958932238193,0.561596745979778,0.711385537515048,8.75265833660959,7.30645835997855,0.399511803005527,0.00624716137894677
"AC-like","Microglia/Macrophages","COL1A2","COL1A2","ITGA10_ITGB1","ITGA10",0.172222222222222,0.632443531827515,0.774311565023849,0.711385537515048,10.5067215005225,7.30645835997855,0.550834048888609,0.00717540870902477
"AC-like","Microglia/Macrophages","COL22A1","COL22A1","ITGA10_ITGB1","ITGA10",0.172222222222222,0.256673511293634,0.241583555136046,0.711385537515048,3.3243269609998,7.30645835997855,0.171859047225253,0.00707557525404857
"AC-like","Microglia/Macrophages","COL3A1","COL3A1","ITGA10_ITGB1","ITGA10",0.172222222222222,0.505133470225873,0.607690308552675,0.711385537515048,9.060936044,7.30645835997855,0.43230209679243,0.00652991252457638
"AC-like","Microglia/Macrophages","COL4A1","COL4A1","ITGA10_ITGB1","ITGA10",0.172222222222222,0.618069815195072,0.757758386415657,0.711385537515048,10.2248409267045,7.30645835997855,0.539058357026838,0.0072155976684077
"AC-like","Microglia/Macrophages","COL4A2","COL4A2","ITGA10_ITGB1","ITGA10",0.172222222222222,0.544147843942505,0.642668117694111,0.711385537515048,9.56017034380043,7.30645835997855,0.457184804349609,0.0065451445577634
"AC-like","Microglia/Macrophages","COL4A5","COL4A5","ITGA10_ITGB1","ITGA10",0.172222222222222,0.166324435318275,0.153085539878699,0.711385537515048,1.83131223280353,7.30645835997855,0.10890283907239,0.00813897832457064
"AC-like","Microglia/Macrophages","COL5A1","COL5A1","ITGA10_ITGB1","ITGA10",0.172222222222222,0.285420944558522,0.274114807090216,0.711385537515048,4.89241696500485,7.30645835997855,0.195001309382707,0.00545515569835023
