"source","target","ligand.complex","ligand","receptor.complex","receptor","receptor.prop","ligand.prop","ligand.expr","receptor.expr","ligand.sum","receptor.sum","prod_weight","edge_specificity"
"Astrocyte","Endothelial","CLCF1_CRLF1","CLCF1","CNTFR_IL6ST","CNTFR",0.362030905077263,0.49375,0.431167024269109,0.822586452435663,1.73254777172176,6.42423911221499,0.354672152900768,0.0318654587902084
"Astrocyte","Endothelial","CTF1","CTF1","IL6ST_LIFR","IL6ST",0.966887417218543,0.15,0.0940313232781692,1.41727451104719,0.979422893941551,11.0474886763349,0.133268197722188,0.0123166530537194
"Astrocyte","Endothelial","DLL4","DLL4","NOTCH2","NOTCH2",0.730684326710817,0.15625,0.108012428783289,0.789611925650133,1.16560931488785,6.08897770856195,0.0852879018857203,0.0120168333167562
"Astrocyte","Endothelial","DLL4","DLL4","NOTCH3","NOTCH3",0.757174392935982,0.15625,0.108012428783289,0.849827775414914,1.16560931488785,8.6349756407495,0.091791962070064,0.00911990946246638
"Astrocyte","Endothelial","FN1","FN1","ITGAV","ITGAV",0.997792494481236,0.96875,1.61204839102659,1.90726305390551,13.6964953619254,14.8751049510548,3.07460033731284,0.0150910402402275
"Astrocyte","Endothelial","GDF11","GDF11","ACVR2A_TGFBR1","ACVR2A",0.125827814569536,0.34375,0.250064726871673,0.266852843432257,2.86789857782035,2.2368675112797,0.0667304834078165,0.010402080744385
"Astrocyte","Endothelial","GDF11","GDF11","ACVR1B_ACVR2A","ACVR2A",0.125827814569536,0.34375,0.250064726871673,0.164825558345112,2.86789857782035,1.32757109265055,0.0412170582290413,0.0108256857448531
"Astrocyte","Endothelial","GDF11","GDF11","ACVR2B_TGFBR1","ACVR2B",0.17439293598234,0.34375,0.250064726871673,0.286092102351102,2.86789857782035,2.34234258260366,0.071541543434571,0.0106498650106599
"Astrocyte","Endothelial","GDF11","GDF11","ACVR1B_ACVR2B","ACVR2B",0.17439293598234,0.34375,0.250064726871673,0.184064817263957,2.86789857782035,1.43304616397451,0.0460281182557958,0.0111995159005206
"Astrocyte","Endothelial","GDF6","GDF6","ACVR2A_BMPR1B","ACVR2A",0.125827814569536,0.45,0.34713046358055,0.250943281418693,0.475025454207523,1.71556336154677,0.0871100576112954,0.106891865472402
"Astrocyte","Endothelial","GDF6","GDF6","ACVR2A_BMPR1A","ACVR2A",0.125827814569536,0.45,0.34713046358055,0.178460252671573,0.475025454207523,1.3006481271118,0.0619489902405853,0.100266886650054
"Astrocyte","Endothelial","GDF6","GDF6","BMPR1B_BMPR2","BMPR1B",0.421633554083885,0.45,0.34713046358055,0.475128312636408,0.475025454207523,3.46544978114361,0.164931511425721,0.100190639172459
"Astrocyte","Endothelial","GDF6","GDF6","ACVR2B_BMPR1B","ACVR2B",0.17439293598234,0.45,0.34713046358055,0.270182540337539,0.475025454207523,1.82103843287073,0.0937885904787404,0.108421151511523
