source,target,ligand,receptor,ligand_expression,receptor_expression,communication_score,attn_score,p_value,pathway_name,annotation,evidence
MES-like,Astrocyte,GDF15,TGFBR2,0.007815114222466946,1.6119264364242554,0.8122023344039917,0.04957141902027183,0.0,GDF,Secreted Signaling,KEGG: hsa04350
MES-like,Astrocyte,WNT5A,FZD1,0.17316000163555145,0.004536369815468788,0.8122023344039917,0.04957141902027183,0.0,ncWNT,Secreted Signaling,KEGG: hsa04310
MES-like,Astrocyte,WNT5A,FZD10,0.17316000163555145,0.0,0.8122023344039917,0.04957141902027183,0.0,ncWNT,Secreted Signaling,KEGG: hsa04310
MES-like,Astrocyte,WNT5A,FZD2,0.17316000163555145,0.0,0.8122023344039917,0.04957141902027183,0.0,ncWNT,Secreted Signaling,KEGG: hsa04310
MES-like,Astrocyte,WNT5A,FZD3,0.17316000163555145,0.006018901709467173,0.8122023344039917,0.04957141902027183,0.0,ncWNT,Secreted Signaling,KEGG: hsa04310
MES-like,Astrocyte,WNT5A,FZD4,0.17316000163555145,0.01622709073126316,0.8122023344039917,0.04957141902027183,0.0,ncWNT,Secreted Signaling,KEGG: hsa04310
MES-like,Astrocyte,WNT5A,FZD5,0.17316000163555145,0.007441600318998098,0.8122023344039917,0.04957141902027183,0.0,ncWNT,Secreted Signaling,KEGG: hsa04310
MES-like,Astrocyte,WNT5A,FZD6,0.17316000163555145,0.10387283563613892,0.8122023344039917,0.04957141902027183,0.0,ncWNT,Secreted Signaling,KEGG: hsa04310
MES-like,Astrocyte,WNT5A,FZD7,0.17316000163555145,0.0642775371670723,0.8122023344039917,0.04957141902027183,0.0,ncWNT,Secreted Signaling,KEGG: hsa04310
MES-like,Astrocyte,WNT5A,FZD8,0.17316000163555145,0.0,0.8122023344039917,0.04957141902027183,0.0,ncWNT,Secreted Signaling,KEGG: hsa04310
MES-like,Astrocyte,WNT5A,FZD9,0.17316000163555145,0.003335137851536274,0.8122023344039917,0.04957141902027183,0.0,ncWNT,Secreted Signaling,KEGG: hsa04310
MES-like,Astrocyte,WNT5A,MCAM,0.17316000163555145,0.22344492375850677,0.8122023344039917,0.04957141902027183,0.0,ncWNT,Secreted Signaling,PMID: 24335906
MES-like,Astrocyte,WNT5B,FZD1,0.3102201521396637,0.004536369815468788,0.8122023344039917,0.04957141902027183,0.0,ncWNT,Secreted Signaling,KEGG: hsa04310
MES-like,Astrocyte,WNT5B,FZD10,0.3102201521396637,0.0,0.8122023344039917,0.04957141902027183,0.0,ncWNT,Secreted Signaling,KEGG: hsa04310
MES-like,Astrocyte,WNT5B,FZD2,0.3102201521396637,0.0,0.8122023344039917,0.04957141902027183,0.0,ncWNT,Secreted Signaling,KEGG: hsa04310
MES-like,Astrocyte,WNT5B,FZD3,0.3102201521396637,0.006018901709467173,0.8122023344039917,0.04957141902027183,0.0,ncWNT,Secreted Signaling,KEGG: hsa04310
MES-like,Astrocyte,WNT5B,FZD4,0.3102201521396637,0.01622709073126316,0.8122023344039917,0.04957141902027183,0.0,ncWNT,Secreted Signaling,KEGG: hsa04310
MES-like,Astrocyte,WNT5B,FZD5,0.3102201521396637,0.007441600318998098,0.8122023344039917,0.04957141902027183,0.0,ncWNT,Secreted Signaling,KEGG: hsa04310
MES-like,Astrocyte,WNT5B,FZD6,0.3102201521396637,0.10387283563613892,0.8122023344039917,0.04957141902027183,0.0,ncWNT,Secreted Signaling,KEGG: hsa04310
MES-like,Astrocyte,WNT5B,FZD7,0.3102201521396637,0.0642775371670723,0.8122023344039917,0.04957141902027183,0.0,ncWNT,Secreted Signaling,KEGG: hsa04310
MES-like,Astrocyte,WNT5B,FZD8,0.3102201521396637,0.0,0.8122023344039917,0.04957141902027183,0.0,ncWNT,Secreted Signaling,KEGG: hsa04310
MES-like,Astrocyte,WNT5B,FZD9,0.3102201521396637,0.003335137851536274,0.8122023344039917,0.04957141902027183,0.0,ncWNT,Secreted Signaling,KEGG: hsa04310
MES-like,Astrocyte,WNT11,FZD1,0.08438950031995773,0.004536369815468788,0.8122023344039917,0.04957141902027183,0.0,ncWNT,Secreted Signaling,KEGG: hsa04310
MES-like,Astrocyte,WNT11,FZD10,0.08438950031995773,0.0,0.8122023344039917,0.04957141902027183,0.0,ncWNT,Secreted Signaling,KEGG: hsa04310
MES-like,Astrocyte,WNT11,FZD2,0.08438950031995773,0.0,0.8122023344039917,0.04957141902027183,0.0,ncWNT,Secreted Signaling,KEGG: hsa04310
MES-like,Astrocyte,WNT11,FZD3,0.08438950031995773,0.006018901709467173,0.8122023344039917,0.04957141902027183,0.0,ncWNT,Secreted Signaling,KEGG: hsa04310
MES-like,Astrocyte,WNT11,FZD4,0.08438950031995773,0.01622709073126316,0.8122023344039917,0.04957141902027183,0.0,ncWNT,Secreted Signaling,KEGG: hsa04310
MES-like,Astrocyte,WNT11,FZD5,0.08438950031995773,0.007441600318998098,0.8122023344039917,0.04957141902027183,0.0,ncWNT,Secreted Signaling,KEGG: hsa04310
MES-like,Astrocyte,WNT11,FZD6,0.08438950031995773,0.10387283563613892,0.8122023344039917,0.04957141902027183,0.0,ncWNT,Secreted Signaling,KEGG: hsa04310
MES-like,Astrocyte,WNT11,FZD7,0.08438950031995773,0.0642775371670723,0.8122023344039917,0.04957141902027183,0.0,ncWNT,Secreted Signaling,KEGG: hsa04310
MES-like,Astrocyte,WNT11,FZD8,0.08438950031995773,0.0,0.8122023344039917,0.04957141902027183,0.0,ncWNT,Secreted Signaling,KEGG: hsa04310
MES-like,Astrocyte,WNT11,FZD9,0.08438950031995773,0.003335137851536274,0.8122023344039917,0.04957141902027183,0.0,ncWNT,Secreted Signaling,KEGG: hsa04310
MES-like,Astrocyte,EGF,EGFR,0.20331093668937683,0.18180732429027557,0.8122023344039917,0.04957141902027183,0.0,EGF,Secreted Signaling,KEGG: hsa04012
MES-like,Astrocyte,TGFA,EGFR,0.004005466587841511,0.18180732429027557,0.8122023344039917,0.04957141902027183,0.0,EGF,Secreted Signaling,KEGG: hsa04012
MES-like,Astrocyte,AREG,EGFR,0.09860946983098984,0.18180732429027557,0.8122023344039917,0.04957141902027183,0.0,EGF,Secreted Signaling,KEGG: hsa04012
MES-like,Astrocyte,BTC,EGFR,2.9070043563842773,0.18180732429027557,0.8122023344039917,0.04957141902027183,0.0,EGF,Secreted Signaling,KEGG: hsa04012
MES-like,Astrocyte,BTC,ERBB4,2.9070043563842773,0.34187498688697815,0.8122023344039917,0.04957141902027183,0.0,EGF,Secreted Signaling,KEGG: hsa04012
MES-like,Astrocyte,HBEGF,EGFR,0.06929753720760345,0.18180732429027557,0.8122023344039917,0.04957141902027183,0.0,EGF,Secreted Signaling,KEGG: hsa04012
MES-like,Astrocyte,HBEGF,ERBB4,0.06929753720760345,0.34187498688697815,0.8122023344039917,0.04957141902027183,0.0,EGF,Secreted Signaling,KEGG: hsa04012
MES-like,Astrocyte,EREG,EGFR,0.21667788922786713,0.18180732429027557,0.8122023344039917,0.04957141902027183,0.0,EGF,Secreted Signaling,KEGG: hsa04012
MES-like,Astrocyte,EREG,ERBB4,0.21667788922786713,0.34187498688697815,0.8122023344039917,0.04957141902027183,0.0,EGF,Secreted Signaling,KEGG: hsa04012
MES-like,Astrocyte,NRG1,ERBB3,0.015540529042482376,2.243053913116455,0.8122023344039917,0.04957141902027183,0.0,NRG,Secreted Signaling,KEGG: hsa04012
MES-like,Astrocyte,NRG1,ERBB4,0.015540529042482376,0.34187498688697815,0.8122023344039917,0.04957141902027183,0.0,NRG,Secreted Signaling,KEGG: hsa04012
MES-like,Astrocyte,NRG2,ERBB3,0.0,2.243053913116455,0.8122023344039917,0.04957141902027183,0.0,NRG,Secreted Signaling,KEGG: hsa04012
MES-like,Astrocyte,NRG2,ERBB4,0.0,0.34187498688697815,0.8122023344039917,0.04957141902027183,0.0,NRG,Secreted Signaling,KEGG: hsa04012
MES-like,Astrocyte,NRG3,ERBB4,0.06581591814756393,0.34187498688697815,0.8122023344039917,0.04957141902027183,0.0,NRG,Secreted Signaling,KEGG: hsa04012
MES-like,Astrocyte,NRG4,ERBB4,0.042953941971063614,0.34187498688697815,0.8122023344039917,0.04957141902027183,0.0,NRG,Secreted Signaling,KEGG: hsa04012
MES-like,Astrocyte,FGF1,FGFR1,0.02745765447616577,0.0,0.8122023344039917,0.04957141902027183,0.0,FGF,Secreted Signaling,PMC: 4393358
MES-like,Astrocyte,FGF1,FGFR2,0.02745765447616577,1.0366946458816528,0.8122023344039917,0.04957141902027183,0.0,FGF,Secreted Signaling,PMC: 4393358
MES-like,Astrocyte,FGF1,FGFR3,0.02745765447616577,0.0026008253917098045,0.8122023344039917,0.04957141902027183,0.0,FGF,Secreted Signaling,PMC: 4393358
MES-like,Astrocyte,FGF1,FGFR4,0.02745765447616577,0.8053784370422363,0.8122023344039917,0.04957141902027183,0.0,FGF,Secreted Signaling,PMC: 4393358
MES-like,Astrocyte,FGF2,FGFR2,0.0,1.0366946458816528,0.8122023344039917,0.04957141902027183,0.0,FGF,Secreted Signaling,PMC: 4393358
MES-like,Astrocyte,FGF2,FGFR3,0.0,0.0026008253917098045,0.8122023344039917,0.04957141902027183,0.0,FGF,Secreted Signaling,PMC: 4393358
MES-like,Astrocyte,FGF2,FGFR4,0.0,0.8053784370422363,0.8122023344039917,0.04957141902027183,0.0,FGF,Secreted Signaling,PMC: 4393358
MES-like,Astrocyte,FGF5,FGFR1,0.15938185155391693,0.0,0.8122023344039917,0.04957141902027183,0.0,FGF,Secreted Signaling,PMC: 4393358
MES-like,Astrocyte,FGF5,FGFR2,0.15938185155391693,1.0366946458816528,0.8122023344039917,0.04957141902027183,0.0,FGF,Secreted Signaling,PMC: 4393358
MES-like,Astrocyte,FGF5,FGFR3,0.15938185155391693,0.0026008253917098045,0.8122023344039917,0.04957141902027183,0.0,FGF,Secreted Signaling,PMC: 4393358
MES-like,Astrocyte,FGF5,FGFR4,0.15938185155391693,0.8053784370422363,0.8122023344039917,0.04957141902027183,0.0,FGF,Secreted Signaling,PMC: 4393358
MES-like,Astrocyte,FGF7,FGFR1,0.00413338141515851,0.0,0.8122023344039917,0.04957141902027183,0.0,FGF,Secreted Signaling,PMC: 4393358
MES-like,Astrocyte,FGF7,FGFR2,0.00413338141515851,1.0366946458816528,0.8122023344039917,0.04957141902027183,0.0,FGF,Secreted Signaling,PMC: 4393358
MES-like,Astrocyte,FGF22,FGFR2,0.013615976087749004,1.0366946458816528,0.8122023344039917,0.04957141902027183,0.0,FGF,Secreted Signaling,PMC: 4393358
MES-like,Astrocyte,FGF17,FGFR1,0.00735212117433548,0.0,0.8122023344039917,0.04957141902027183,0.0,FGF,Secreted Signaling,PMC: 4393358
MES-like,Astrocyte,FGF17,FGFR2,0.00735212117433548,1.0366946458816528,0.8122023344039917,0.04957141902027183,0.0,FGF,Secreted Signaling,PMC: 4393358
MES-like,Astrocyte,FGF17,FGFR3,0.00735212117433548,0.0026008253917098045,0.8122023344039917,0.04957141902027183,0.0,FGF,Secreted Signaling,PMC: 4393358
MES-like,Astrocyte,FGF17,FGFR4,0.00735212117433548,0.8053784370422363,0.8122023344039917,0.04957141902027183,0.0,FGF,Secreted Signaling,PMC: 4393358
MES-like,Astrocyte,FGF18,FGFR1,0.003572090296074748,0.0,0.8122023344039917,0.04957141902027183,0.0,FGF,Secreted Signaling,PMC: 4393358
MES-like,Astrocyte,FGF18,FGFR2,0.003572090296074748,1.0366946458816528,0.8122023344039917,0.04957141902027183,0.0,FGF,Secreted Signaling,PMC: 4393358
MES-like,Astrocyte,FGF18,FGFR3,0.003572090296074748,0.0026008253917098045,0.8122023344039917,0.04957141902027183,0.0,FGF,Secreted Signaling,PMC: 4393358
MES-like,Astrocyte,FGF18,FGFR4,0.003572090296074748,0.8053784370422363,0.8122023344039917,0.04957141902027183,0.0,FGF,Secreted Signaling,PMC: 4393358
MES-like,Astrocyte,FGF9,FGFR1,0.012620366178452969,0.0,0.8122023344039917,0.04957141902027183,0.0,FGF,Secreted Signaling,PMC: 4393358
MES-like,Astrocyte,FGF9,FGFR2,0.012620366178452969,1.0366946458816528,0.8122023344039917,0.04957141902027183,0.0,FGF,Secreted Signaling,PMC: 4393358
MES-like,Astrocyte,FGF9,FGFR3,0.012620366178452969,0.0026008253917098045,0.8122023344039917,0.04957141902027183,0.0,FGF,Secreted Signaling,PMC: 4393358
MES-like,Astrocyte,FGF9,FGFR4,0.012620366178452969,0.8053784370422363,0.8122023344039917,0.04957141902027183,0.0,FGF,Secreted Signaling,PMC: 4393358
MES-like,Astrocyte,FGF20,FGFR1,0.013205458410084248,0.0,0.8122023344039917,0.04957141902027183,0.0,FGF,Secreted Signaling,PMC: 4393358
MES-like,Astrocyte,FGF20,FGFR2,0.013205458410084248,1.0366946458816528,0.8122023344039917,0.04957141902027183,0.0,FGF,Secreted Signaling,PMC: 4393358
MES-like,Astrocyte,FGF20,FGFR3,0.013205458410084248,0.0026008253917098045,0.8122023344039917,0.04957141902027183,0.0,FGF,Secreted Signaling,PMC: 4393358
MES-like,Astrocyte,FGF20,FGFR4,0.013205458410084248,0.8053784370422363,0.8122023344039917,0.04957141902027183,0.0,FGF,Secreted Signaling,PMC: 4393358
MES-like,Astrocyte,PDGFA,PDGFRA,0.19046980142593384,0.005437485408037901,0.8122023344039917,0.04957141902027183,0.0,PDGF,Secreted Signaling,PMID: 15207812
MES-like,Astrocyte,PDGFA,PDGFRB,0.19046980142593384,0.02458770014345646,0.8122023344039917,0.04957141902027183,0.0,PDGF,Secreted Signaling,PMID: 15207812
MES-like,Astrocyte,PDGFC,PDGFRA,0.021606162190437317,0.005437485408037901,0.8122023344039917,0.04957141902027183,0.0,PDGF,Secreted Signaling,PMID: 15207812
MES-like,Astrocyte,PDGFD,PDGFRB,0.02559012733399868,0.02458770014345646,0.8122023344039917,0.04957141902027183,0.0,PDGF,Secreted Signaling,PMID: 15207812
MES-like,Astrocyte,VEGFA,FLT1,0.007582294754683971,0.005170377902686596,0.8122023344039917,0.04957141902027183,0.0,VEGF,Secreted Signaling,KEGG: hsa04370; PMID: 16633338
MES-like,Astrocyte,VEGFA,KDR,0.007582294754683971,0.036035072058439255,0.8122023344039917,0.04957141902027183,0.0,VEGF,Secreted Signaling,KEGG: hsa04370; PMID: 16633338
MES-like,Astrocyte,VEGFB,FLT1,0.025845808908343315,0.005170377902686596,0.8122023344039917,0.04957141902027183,0.0,VEGF,Secreted Signaling,KEGG: hsa04370; PMID: 16633338
MES-like,Astrocyte,VEGFC,FLT4,0.0025199807714670897,0.4389561116695404,0.8122023344039917,0.04957141902027183,0.0,VEGF,Secreted Signaling,KEGG: hsa04370; PMID: 16633338
MES-like,Astrocyte,VEGFC,KDR,0.0025199807714670897,0.036035072058439255,0.8122023344039917,0.04957141902027183,0.0,VEGF,Secreted Signaling,KEGG: hsa04370; PMID: 16633338
MES-like,Astrocyte,PGF,FLT1,0.0,0.005170377902686596,0.8122023344039917,0.04957141902027183,0.0,VEGF,Secreted Signaling,KEGG: hsa04370; PMID: 16633338
MES-like,Astrocyte,IGF1,IGF1R,0.19975130259990692,0.3461058437824249,0.8122023344039917,0.04957141902027183,0.0,IGF,Secreted Signaling,PMID: 14604834
MES-like,Astrocyte,CCL5,CCR1,0.0512845553457737,0.31390246748924255,0.8122023344039917,0.04957141902027183,0.0,CCL,Secreted Signaling,KEGG: hsa04060
MES-like,Astrocyte,CCL3,CCR1,0.0,0.31390246748924255,0.8122023344039917,0.04957141902027183,0.0,CCL,Secreted Signaling,KEGG: hsa04060
MES-like,Astrocyte,CCL3L1,CCR1,0.0,0.31390246748924255,0.8122023344039917,0.04957141902027183,0.0,CCL,Secreted Signaling,KEGG: hsa04060
MES-like,Astrocyte,CCL8,CCR1,0.0,0.31390246748924255,0.8122023344039917,0.04957141902027183,0.0,CCL,Secreted Signaling,KEGG: hsa04060
MES-like,Astrocyte,CCL7,CCR1,0.1429620236158371,0.31390246748924255,0.8122023344039917,0.04957141902027183,0.0,CCL,Secreted Signaling,KEGG: hsa04060
MES-like,Astrocyte,CCL13,CCR1,0.47839388251304626,0.31390246748924255,0.8122023344039917,0.04957141902027183,0.0,CCL,Secreted Signaling,KEGG: hsa04060
MES-like,Astrocyte,CCL14,CCR1,0.38281580805778503,0.31390246748924255,0.8122023344039917,0.04957141902027183,0.0,CCL,Secreted Signaling,KEGG: hsa04060
MES-like,Astrocyte,CCL15,CCR1,0.10787695646286011,0.31390246748924255,0.8122023344039917,0.04957141902027183,0.0,CCL,Secreted Signaling,KEGG: hsa04060
MES-like,Astrocyte,CCL16,CCR1,0.0,0.31390246748924255,0.8122023344039917,0.04957141902027183,0.0,CCL,Secreted Signaling,KEGG: hsa04060
MES-like,Astrocyte,CCL23,CCR1,0.06466874480247498,0.31390246748924255,0.8122023344039917,0.04957141902027183,0.0,CCL,Secreted Signaling,KEGG: hsa04060
MES-like,Astrocyte,CCL8,CCR2,0.0,0.3408300280570984,0.8122023344039917,0.04957141902027183,0.0,CCL,Secreted Signaling,KEGG: hsa04060
MES-like,Astrocyte,CCL7,CCR2,0.1429620236158371,0.3408300280570984,0.8122023344039917,0.04957141902027183,0.0,CCL,Secreted Signaling,KEGG: hsa04060
MES-like,Astrocyte,CCL2,CCR2,0.0,0.3408300280570984,0.8122023344039917,0.04957141902027183,0.0,CCL,Secreted Signaling,KEGG: hsa04060
MES-like,Astrocyte,CCL27,CCR2,0.9264962077140808,0.3408300280570984,0.8122023344039917,0.04957141902027183,0.0,CCL,Secreted Signaling,KEGG: hsa04060
MES-like,Astrocyte,CCL5,CCR3,0.0512845553457737,0.0,0.8122023344039917,0.04957141902027183,0.0,CCL,Secreted Signaling,KEGG: hsa04060
MES-like,Astrocyte,CCL7,CCR3,0.1429620236158371,0.0,0.8122023344039917,0.04957141902027183,0.0,CCL,Secreted Signaling,KEGG: hsa04060
MES-like,Astrocyte,CCL26,CCR3,0.06611078232526779,0.0,0.8122023344039917,0.04957141902027183,0.0,CCL,Secreted Signaling,KEGG: hsa04060
MES-like,Astrocyte,CCL28,CCR3,0.2360602617263794,0.0,0.8122023344039917,0.04957141902027183,0.0,CCL,Secreted Signaling,KEGG: hsa04060
MES-like,Astrocyte,CCL27,CCR3,0.9264962077140808,0.0,0.8122023344039917,0.04957141902027183,0.0,CCL,Secreted Signaling,KEGG: hsa04060
MES-like,Astrocyte,CCL4,CCR5,0.37325969338417053,0.0644783079624176,0.8122023344039917,0.04957141902027183,0.0,CCL,Secreted Signaling,KEGG: hsa04060
MES-like,Astrocyte,CCL5,CCR5,0.0512845553457737,0.0644783079624176,0.8122023344039917,0.04957141902027183,0.0,CCL,Secreted Signaling,KEGG: hsa04060
MES-like,Astrocyte,CCL3,CCR5,0.0,0.0644783079624176,0.8122023344039917,0.04957141902027183,0.0,CCL,Secreted Signaling,KEGG: hsa04060
MES-like,Astrocyte,CCL20,CCR6,3.509040117263794,0.3155375123023987,0.8122023344039917,0.04957141902027183,0.0,CCL,Secreted Signaling,KEGG: hsa04060
MES-like,Astrocyte,CCL19,CCR7,0.0,0.02881406806409359,0.8122023344039917,0.04957141902027183,0.0,CCL,Secreted Signaling,KEGG: hsa04060
MES-like,Astrocyte,CCL21,CCR7,0.1942211538553238,0.02881406806409359,0.8122023344039917,0.04957141902027183,0.0,CCL,Secreted Signaling,KEGG: hsa04060
MES-like,Astrocyte,CCL21,ACKR4,0.1942211538553238,0.0,0.8122023344039917,0.04957141902027183,0.0,CCL,Secreted Signaling,KEGG: hsa04060
MES-like,Astrocyte,CCL25,ACKR4,0.04211755096912384,0.0,0.8122023344039917,0.04957141902027183,0.0,CCL,Secreted Signaling,KEGG: hsa04060
MES-like,Astrocyte,CCL28,CCR10,0.2360602617263794,0.22746077179908752,0.8122023344039917,0.04957141902027183,0.0,CCL,Secreted Signaling,KEGG: hsa04060
MES-like,Astrocyte,CCL27,CCR10,0.9264962077140808,0.22746077179908752,0.8122023344039917,0.04957141902027183,0.0,CCL,Secreted Signaling,KEGG: hsa04060
MES-like,Astrocyte,CCL13,ACKR4,0.47839388251304626,0.0,0.8122023344039917,0.04957141902027183,0.0,CCL,Secreted Signaling,PMID: 26740381
MES-like,Astrocyte,CCL2,ACKR1,0.0,0.056696053594350815,0.8122023344039917,0.04957141902027183,0.0,CCL,Secreted Signaling,PMID: 26740381
MES-like,Astrocyte,CCL5,ACKR1,0.0512845553457737,0.056696053594350815,0.8122023344039917,0.04957141902027183,0.0,CCL,Secreted Signaling,PMID: 26740381
MES-like,Astrocyte,CCL8,ACKR1,0.0,0.056696053594350815,0.8122023344039917,0.04957141902027183,0.0,CCL,Secreted Signaling,PMID: 26740381
MES-like,Astrocyte,CCL13,ACKR1,0.47839388251304626,0.056696053594350815,0.8122023344039917,0.04957141902027183,0.0,CCL,Secreted Signaling,PMID: 26740381
MES-like,Astrocyte,CCL14,ACKR1,0.38281580805778503,0.056696053594350815,0.8122023344039917,0.04957141902027183,0.0,CCL,Secreted Signaling,PMID: 26740381
MES-like,Astrocyte,CCL16,ACKR1,0.0,0.056696053594350815,0.8122023344039917,0.04957141902027183,0.0,CCL,Secreted Signaling,PMID: 26740381
MES-like,Astrocyte,CCL18,ACKR1,0.0040618423372507095,0.056696053594350815,0.8122023344039917,0.04957141902027183,0.0,CCL,Secreted Signaling,PMID: 26740381
MES-like,Astrocyte,CXCL1,ACKR1,0.0026130916085094213,0.056696053594350815,0.8122023344039917,0.04957141902027183,0.0,CXCL,Secreted Signaling,PMID: 26740381
MES-like,Astrocyte,CXCL2,ACKR1,0.03515942394733429,0.056696053594350815,0.8122023344039917,0.04957141902027183,0.0,CXCL,Secreted Signaling,PMID: 26740381
MES-like,Astrocyte,CXCL3,ACKR1,0.027363618835806847,0.056696053594350815,0.8122023344039917,0.04957141902027183,0.0,CXCL,Secreted Signaling,PMID: 26740381
MES-like,Astrocyte,CXCL5,ACKR1,0.1303185075521469,0.056696053594350815,0.8122023344039917,0.04957141902027183,0.0,CXCL,Secreted Signaling,PMID: 26740381
MES-like,Astrocyte,CXCL6,ACKR1,0.0,0.056696053594350815,0.8122023344039917,0.04957141902027183,0.0,CXCL,Secreted Signaling,PMID: 26740381
MES-like,Astrocyte,CXCL8,ACKR1,0.12820784747600555,0.056696053594350815,0.8122023344039917,0.04957141902027183,0.0,CXCL,Secreted Signaling,PMID: 26740381
MES-like,Astrocyte,CXCL9,ACKR1,0.018665404990315437,0.056696053594350815,0.8122023344039917,0.04957141902027183,0.0,CXCL,Secreted Signaling,PMID: 26740381
MES-like,Astrocyte,CXCL10,ACKR1,0.13545173406600952,0.056696053594350815,0.8122023344039917,0.04957141902027183,0.0,CXCL,Secreted Signaling,PMID: 26740381
MES-like,Astrocyte,CXCL11,ACKR1,0.0038824088405817747,0.056696053594350815,0.8122023344039917,0.04957141902027183,0.0,CXCL,Secreted Signaling,PMID: 26740381
MES-like,Astrocyte,CXCL13,ACKR1,0.04939001053571701,0.056696053594350815,0.8122023344039917,0.04957141902027183,0.0,CXCL,Secreted Signaling,PMID: 26740381
MES-like,Astrocyte,CCL2,ACKR2,0.0,0.002245583338662982,0.8122023344039917,0.04957141902027183,0.0,CCL,Secreted Signaling,PMID: 26740381
MES-like,Astrocyte,CCL3,ACKR2,0.0,0.002245583338662982,0.8122023344039917,0.04957141902027183,0.0,CCL,Secreted Signaling,PMID: 26740381
MES-like,Astrocyte,CCL3L1,ACKR2,0.0,0.002245583338662982,0.8122023344039917,0.04957141902027183,0.0,CCL,Secreted Signaling,PMID: 26740381
MES-like,Astrocyte,CCL4,ACKR2,0.37325969338417053,0.002245583338662982,0.8122023344039917,0.04957141902027183,0.0,CCL,Secreted Signaling,PMID: 26740381
MES-like,Astrocyte,CCL5,ACKR2,0.0512845553457737,0.002245583338662982,0.8122023344039917,0.04957141902027183,0.0,CCL,Secreted Signaling,PMID: 26740381
MES-like,Astrocyte,CCL7,ACKR2,0.1429620236158371,0.002245583338662982,0.8122023344039917,0.04957141902027183,0.0,CCL,Secreted Signaling,PMID: 26740381
MES-like,Astrocyte,CCL8,ACKR2,0.0,0.002245583338662982,0.8122023344039917,0.04957141902027183,0.0,CCL,Secreted Signaling,PMID: 26740381
MES-like,Astrocyte,CCL7,ACKR1,0.1429620236158371,0.056696053594350815,0.8122023344039917,0.04957141902027183,0.0,CCL,Secreted Signaling,PMID: 26740381
MES-like,Astrocyte,CCL13,ACKR2,0.47839388251304626,0.002245583338662982,0.8122023344039917,0.04957141902027183,0.0,CCL,Secreted Signaling,PMID: 26740381
MES-like,Astrocyte,CCL22,ACKR2,0.07312341779470444,0.002245583338662982,0.8122023344039917,0.04957141902027183,0.0,CCL,Secreted Signaling,PMID: 26740381
MES-like,Astrocyte,CCL26,ACKR2,0.06611078232526779,0.002245583338662982,0.8122023344039917,0.04957141902027183,0.0,CCL,Secreted Signaling,PMID: 26740381
MES-like,Astrocyte,CCL17,ACKR1,0.30080804228782654,0.056696053594350815,0.8122023344039917,0.04957141902027183,0.0,CCL,Secreted Signaling,PMID: 26740381
MES-like,Astrocyte,CCL14,ACKR2,0.38281580805778503,0.002245583338662982,0.8122023344039917,0.04957141902027183,0.0,CCL,Secreted Signaling,PMID: 26740381
MES-like,Astrocyte,CCL17,ACKR2,0.30080804228782654,0.002245583338662982,0.8122023344039917,0.04957141902027183,0.0,CCL,Secreted Signaling,PMID: 26740381
MES-like,Astrocyte,CXCL1,CXCR2,0.0026130916085094213,0.2866082489490509,0.8122023344039917,0.04957141902027183,0.0,CXCL,Secreted Signaling,KEGG: hsa04060
MES-like,Astrocyte,CXCL2,CXCR2,0.03515942394733429,0.2866082489490509,0.8122023344039917,0.04957141902027183,0.0,CXCL,Secreted Signaling,KEGG: hsa04060
MES-like,Astrocyte,CXCL3,CXCR2,0.027363618835806847,0.2866082489490509,0.8122023344039917,0.04957141902027183,0.0,CXCL,Secreted Signaling,KEGG: hsa04060
MES-like,Astrocyte,CXCL5,CXCR2,0.1303185075521469,0.2866082489490509,0.8122023344039917,0.04957141902027183,0.0,CXCL,Secreted Signaling,KEGG: hsa04060
MES-like,Astrocyte,CXCL6,CXCR2,0.0,0.2866082489490509,0.8122023344039917,0.04957141902027183,0.0,CXCL,Secreted Signaling,KEGG: hsa04060
MES-like,Astrocyte,CXCL8,CXCR2,0.12820784747600555,0.2866082489490509,0.8122023344039917,0.04957141902027183,0.0,CXCL,Secreted Signaling,KEGG: hsa04060
MES-like,Astrocyte,PPBP,CXCR2,0.004108681343495846,0.2866082489490509,0.8122023344039917,0.04957141902027183,0.0,CXCL,Secreted Signaling,KEGG: hsa04060
MES-like,Astrocyte,CXCL12,CXCR4,0.0032109639141708612,0.011418799869716167,0.8122023344039917,0.04957141902027183,0.0,CXCL,Secreted Signaling,KEGG: hsa04060
MES-like,Astrocyte,CXCL11,ACKR3,0.0038824088405817747,1.2421687841415405,0.8122023344039917,0.04957141902027183,0.0,CXCL,Secreted Signaling,KEGG: hsa04060
MES-like,Astrocyte,CXCL12,ACKR3,0.0032109639141708612,1.2421687841415405,0.8122023344039917,0.04957141902027183,0.0,CXCL,Secreted Signaling,KEGG: hsa04060
MES-like,Astrocyte,CXCL13,CXCR5,0.04939001053571701,0.19419366121292114,0.8122023344039917,0.04957141902027183,0.0,CXCL,Secreted Signaling,KEGG: hsa04060
MES-like,Astrocyte,CXCL16,CXCR6,0.010133340954780579,0.0,0.8122023344039917,0.04957141902027183,0.0,CXCL,Secreted Signaling,KEGG: hsa04060
MES-like,Astrocyte,MIF,ACKR3,0.20964866876602173,1.2421687841415405,0.8122023344039917,0.04957141902027183,0.0,MIF,Secreted Signaling,PMID: 26175090
